order_id,customer_id,order_amount,order_date
930,92,473.73,2026-08-19
931,315,115.02,2026-04-27
932,381,213.13,2025-11-04
933,121,133.98,2026-08-22
934,73,237.92,2026-05-13
935,123,238.75,2026-08-07
936,306,434.41,2026-06-17
937,155,209.49,2025-11-22
938,420,73.0,2026-04-05
939,469,493.66,2025-11-05
940,185,75.9,2025-12-23
941,182,390.58,2026-05-11
942,463,160.14,2025-10-18
943,173,140.4,2026-05-26
944,91,290.26,2026-08-15
945,440,69.06,2026-08-15
946,393,204.68,2026-01-23
947,383,7.31,2026-08-31
948,196,475.28,2026-08-21
949,255,-13.87,2025-09-13
950,320,117.0,2026-04-10
951,314,68.82,2026-08-05
952,306,87.67,2026-08-22
953,346,474.49,2025-11-21
954,138,219.66,2026-03-27
955,368,174.65,2026-08-10
956,414,376.31,2025-10-23
957,135,14.47,2026-06-01
958,517,109.54,2025-11-28
959,39,88.65,2026-08-27
960,50,190.72,2025-11-02
961,111,298.99,2026-07-23
962,119,-328.52,2025-10-04
963,259,211.3,2026-05-19
964,10,239.83,2026-04-23
965,277,154.05,2026-07-23
966,429,313.28,2026-02-12
967,121,416.17,2025-12-08
968,510,144.94,2025-12-02
969,270,103.33,2025-09-26
970,367,416.59,2025-12-04
971,41,353.2,2025-10-11
972,493,276.33,2025-09-02
973,92,-168.65,2026-01-21
974,506,453.91,2026-05-28
975,77,78.83,2026-08-22
976,263,363.16,2026-07-22
977,304,323.95,2026-03-01
978,179,135.74,2026-01-18
979,369,437.7,2026-03-20
980,119,401.79,2025-10-09
981,47,52.02,2026-02-24
982,175,9.79,2026-07-15
983,275,167.69,2026-04-28
984,351,439.85,2026-05-11
985,468,95.52,2025-10-31
986,490,139.56,2025-09-28
987,171,400.95,2026-07-08
988,61,60.96,2025-12-18
989,107,490.88,2025-12-27
990,449,210.93,2026-08-16
991,368,94.72,2025-09-29
992,134,307.62,2025-11-03
993,422,244.12,2026-01-17
994,322,223.14,2026-05-27
995,230,11.12,2026-03-21
996,347,489.06,2026-07-27
997,98,261.95,2025-10-06
998,494,219.26,2026-04-07
999,395,176.15,2026-04-14
1000,56,78.58,2026-02-25
1001,518,10.76,2025-09-13
1002,170,425.18,2026-08-12
1003,247,42.06,2025-11-01
1004,520,168.79,2026-07-24
1005,413,115.24,2025-10-29
1006,455,409.47,2025-10-09
1007,511,401.62,2025-11-16
1008,510,226.3,2025-11-10
1009,414,-373.89,2026-05-15
1010,1,209.11,2026-05-24
1011,312,413.82,2026-05-27
1012,468,445.6,2025-12-08
1013,56,475.43,2025-12-14
1014,340,409.21,2025-11-27
1015,485,282.27,2025-09-20
1016,464,359.75,2026-03-30
1017,228,61.44,2026-07-06
1018,299,6.09,2025-10-28
1019,109,276.11,2026-01-12
1020,144,27.66,2026-02-05
1021,420,411.81,2025-12-18
1022,193,57.95,2026-05-02
1023,221,64.77,2026-04-09
1024,347,231.24,2025-11-14
1025,127,58.34,2025-09-11
1026,517,387.21,2025-11-03
1027,50,71.64,2025-12-17
1028,495,278.85,2025-10-01
1029,182,462.56,2026-07-07
1030,132,347.45,2025-12-23
1031,330,56.26,2026-01-25
1032,255,254.53,2026-02-28
1033,302,140.43,2026-05-01
1034,423,229.16,2025-10-05
1035,307,303.25,2026-03-20
1036,322,422.32,2025-11-08
1037,223,357.38,2026-07-23
1038,298,104.44,2026-01-15
1039,136,344.87,2026-02-12
1040,183,490.76,2025-12-07
1041,331,254.43,2026-02-19
1042,492,356.62,2025-11-23
1043,428,293.49,2025-12-09
1044,293,338.75,2025-09-24
1045,14,439.35,2026-06-04
1046,149,263.75,2026-05-04
1047,274,31.27,2025-10-03
1048,294,376.34,2026-01-05
1049,64,343.28,2026-03-19
1050,34,346.84,2026-08-23
1051,230,182.55,2026-04-05
1052,244,372.49,2026-03-23
1053,295,257.91,2026-07-06
1054,391,348.0,2026-06-28
1055,321,196.84,2026-02-02
1056,258,483.09,2026-03-16
1057,454,105.53,2026-07-16
1058,377,415.84,2026-02-22
1059,202,378.78,2026-07-21
1060,302,389.19,2026-02-23
1061,77,227.16,2025-09-30
1062,123,97.55,2026-07-29
1063,271,191.71,2026-05-21
1064,262,69.38,2026-03-04
1065,159,7.79,2026-07-28
1066,53,24.77,2026-06-21
1067,309,387.96,2026-05-07
1068,367,247.82,2026-04-17
1069,226,41.08,2025-10-16
1070,518,478.71,2026-06-06
1071,414,83.89,2025-11-04
1072,219,50.51,2026-08-28
1073,301,333.35,2026-08-23
1074,487,113.13,2026-06-24
1075,10,498.33,2025-10-18
1076,247,61.79,2026-02-03
1077,250,452.73,2026-08-29
1078,329,479.65,2026-02-08
1079,117,193.78,2026-09-02
1080,290,196.01,2026-04-19
1081,384,17.23,2026-07-04
1082,499,259.58,2025-12-05
1083,198,26.71,2026-08-01
1084,99,163.55,2026-08-02
1085,8,87.86,2025-09-26
1086,219,315.33,2026-01-22
1087,107,433.15,2026-01-25
1088,446,106.76,2025-12-30
1089,158,325.05,2025-12-12
1090,39,16.76,2026-02-16
1091,258,48.32,2026-07-18
1092,234,281.25,2026-06-16
1093,462,455.94,2026-04-18
1094,18,316.96,2026-03-12
1095,7,197.8,2026-02-02
1096,47,322.5,2026-01-31
1097,515,351.94,2025-10-26
1098,309,57.54,2026-04-05
1099,449,305.25,2026-06-06
1100,32,193.8,2026-08-11
1101,140,239.62,2026-08-06
1102,303,374.64,2026-03-26
1103,383,480.27,2025-10-08
1104,145,-478.91,2025-12-15
1105,404,-66.0,2026-03-17
1106,313,270.89,2026-01-05
1107,353,108.98,2026-01-30
1108,146,109.81,2026-01-20
1109,259,84.67,2026-02-26
1110,56,101.19,2026-04-12
1111,473,426.44,2025-09-15
1112,69,324.11,2025-12-11
1113,499,129.09,2025-10-24
1114,241,476.01,2026-04-12
1115,199,54.52,2026-05-13
1116,314,162.3,2025-09-16
1117,374,348.26,2026-07-24
1118,173,404.81,2026-01-01
1119,227,7.39,2025-11-27
1120,284,357.54,2026-06-01
1121,340,420.85,2026-08-05
1122,368,439.55,2026-07-27
1123,112,388.51,2025-09-09
1124,288,92.01,2026-06-28
1125,202,430.06,2025-12-21
1126,79,135.3,2025-12-13
1127,520,365.08,2026-02-28
1128,415,317.66,2026-05-14
1129,38,385.75,2025-10-07
1130,484,278.04,2026-07-17
1131,402,328.68,2025-10-21
1132,298,115.54,2026-08-24
1133,93,71.27,2026-02-11
1134,245,201.41,2026-07-01
1135,170,424.75,2025-12-09
1136,164,379.82,2026-02-01
1137,150,93.68,2026-04-26
1138,368,369.28,2025-11-09
1139,238,25.01,2025-11-18
1140,44,36.12,2026-06-30
1141,370,335.95,2026-05-31
1142,48,197.11,2026-06-06
1143,106,24.75,2026-07-16
1144,281,353.35,2026-06-29
1145,179,418.26,2026-03-09
1146,80,191.45,2025-10-30
1147,229,260.75,2025-12-24
1148,354,260.6,2026-03-06
1149,7,246.0,2025-10-21
1150,170,253.41,2026-07-10
1151,288,118.85,2026-07-20
1152,371,109.7,2025-09-12
1153,236,303.0,2025-11-11
1154,117,210.23,2026-07-03
1155,216,243.35,2026-07-05
1156,421,297.44,2025-12-02
1157,165,16.11,2026-02-16
1158,151,71.69,2026-08-03
1159,185,32.68,2026-05-17
1160,20,260.74,2025-12-11
1161,291,439.86,2026-06-30
1162,483,473.89,2026-03-05
1163,421,434.31,2026-04-22
1164,187,302.42,2025-10-17
1165,172,313.49,2025-09-13
1166,465,363.47,2026-01-16
1167,388,300.28,2026-04-07
1168,208,195.8,2025-11-05
1169,430,263.74,2026-07-17
1170,182,414.12,2026-04-04
1171,40,240.56,2026-01-08
1172,121,439.49,2025-10-31
1173,2,51.13,2026-07-26
1174,442,449.0,2026-06-03
1175,45,263.41,2026-05-12
1176,494,350.33,2025-12-15
1177,101,395.83,2026-01-21
1178,239,215.62,2025-10-31
1179,419,455.49,2026-03-30
1180,8,-132.61,2026-08-21
1181,8,291.1,2026-07-12
1182,324,190.64,2026-04-26
1183,437,207.38,2026-05-08
1184,434,327.53,2025-12-09
1185,407,284.51,2026-01-29
1186,495,378.71,2025-09-09
1187,496,93.47,2026-06-14
1188,353,130.62,2026-06-09
1189,142,388.23,2025-09-05
1190,236,428.22,2026-08-01
1191,166,226.06,2026-04-26
1192,347,54.64,2026-04-10
1193,54,401.42,2025-09-05
1194,6,84.57,2025-12-03
1195,483,403.16,2026-06-23
1196,66,463.3,2025-12-22
1197,39,135.23,2026-08-21
1198,411,363.62,2026-04-25
1199,59,308.91,2026-02-04
1200,507,473.13,2026-01-17
1201,293,222.29,2026-01-07
1202,238,101.4,2025-12-03
1203,369,309.52,2026-02-19
1204,162,-123.43,2026-05-07
1205,410,47.99,2026-06-30
1206,206,179.8,2026-01-25
1207,71,261.28,2025-10-09
1208,357,459.99,2026-03-08
1209,232,177.0,2026-05-02
1210,414,305.15,2026-07-07
1211,417,289.58,2026-01-16
1212,516,255.59,2026-04-26
1213,264,150.65,2026-04-12
1214,257,438.68,2025-12-20
1215,496,348.62,2025-10-11
1216,470,386.13,2025-09-25
1217,29,342.39,2026-08-29
1218,392,243.58,2026-04-24
1219,236,318.66,2026-07-14
1220,362,401.08,2025-12-06
1221,270,-260.67,2026-05-20
1222,351,127.89,2026-07-25
1223,488,42.63,2025-12-20
1224,276,160.37,2025-10-26
1225,195,95.48,2026-06-09
1226,248,252.0,2026-07-28
1227,208,437.01,2026-06-23
1228,365,418.3,2026-06-22
1229,81,82.22,2026-04-09
1230,7,339.53,2026-05-01
1231,44,383.3,2026-05-09
1232,323,424.77,2026-05-23
1233,282,248.71,2026-04-29
1234,287,247.95,2026-09-02
1235,132,201.95,2025-12-05
1236,490,31.8,2026-02-02
1237,356,470.13,2026-01-22
1238,179,199.89,2025-09-14
1239,472,231.31,2026-05-19
1240,216,-161.25,2026-03-30
1241,371,192.82,2025-11-10
1242,270,308.33,2026-05-25
1243,352,122.38,2025-11-22
1244,216,186.13,2026-03-16
1245,374,212.45,2026-06-16
1246,185,427.89,2026-07-30
1247,235,287.85,2026-05-05
1248,242,408.02,2026-03-06
1249,201,279.89,2026-07-08
1250,154,77.19,2026-07-06
1251,432,-239.13,2026-07-19
1252,324,252.3,2025-11-07
1253,49,393.74,2025-10-07
1254,62,202.21,2025-10-18
1255,99,111.66,2025-12-05
1256,370,227.68,2026-06-24
1257,264,183.35,2026-06-08
1258,360,175.35,2025-11-08
1259,204,434.35,2026-05-08
1260,179,290.54,2026-01-02
1261,333,489.79,2025-10-04
1262,458,338.23,2026-01-10
1263,294,445.37,2026-06-01
1264,172,234.56,2025-12-23
1265,432,322.09,2026-06-17
1266,74,317.48,2026-01-01
1267,322,44.16,2025-12-06
1268,274,161.85,2025-12-18
1269,456,304.67,2026-07-10
1270,462,391.58,2026-02-21
1271,24,209.92,2026-07-16
1272,258,66.89,2026-04-03
1273,82,470.52,2026-08-13
1274,98,109.23,2025-09-28
1275,56,36.58,2026-07-24
1276,86,18.05,2026-03-04
1277,87,56.44,2026-07-16
1278,317,329.14,2026-01-19
1279,454,118.53,2025-12-20
1280,175,315.11,2025-09-21
1281,334,19.14,2026-07-11
1282,279,432.8,2025-10-22
1283,182,276.53,2025-11-14
1284,446,297.46,2026-01-29
1285,318,264.11,2026-03-29
1286,233,454.92,2026-07-30
1287,375,403.33,2026-02-16
1288,11,209.04,2025-12-26
1289,140,5.05,2026-05-21
1290,9,175.22,2026-06-14
1291,489,345.45,2026-02-27
1292,300,153.31,2026-04-20
1293,383,300.52,2025-11-05
1294,448,98.34,2026-04-22
1295,400,200.4,2025-09-03
1296,82,415.07,2025-12-11
1297,279,214.01,2026-06-07
1298,276,145.92,2025-11-02
1299,187,209.39,2026-06-08
1300,467,72.63,2026-02-28
1301,504,310.78,2026-06-08
1302,51,-97.96,2025-10-04
1303,105,485.01,2026-04-14
1304,449,144.65,2026-04-21
1305,155,364.92,2026-01-27
1306,431,12.29,2026-08-21
1307,381,159.23,2026-01-20
1308,339,234.52,2025-09-15
1309,150,44.71,2025-11-13
1310,74,32.74,2026-01-16
1311,257,273.88,2025-09-07
1312,125,409.54,2025-12-28
1313,395,487.43,2026-07-03
1314,35,386.76,2025-11-10
1315,97,103.59,2026-05-07
1316,485,262.96,2026-04-19
1317,331,197.62,2025-12-02
1318,126,83.51,2026-05-13
1319,204,130.39,2026-01-06
1320,224,183.41,2025-10-19
1321,445,486.77,2026-01-20
1322,283,165.63,2026-04-05
1323,249,294.42,2025-11-02
1324,487,9.42,2026-06-30
1325,92,345.76,2025-12-20
1326,347,128.12,2025-12-17
1327,62,465.77,2026-05-26
1328,110,34.59,2026-04-08
1329,356,67.28,2026-01-03
1330,198,403.74,2026-07-23
1331,138,15.57,2026-09-01
1332,449,129.09,2026-01-05
1333,502,281.72,2026-07-28
1334,357,98.94,2026-01-11
1335,165,165.22,2025-11-09
1336,303,39.09,2026-08-14
1337,465,410.61,2026-08-04
1338,389,5.36,2026-01-27
1339,373,368.16,2025-11-24
1340,65,389.13,2026-05-26
1341,397,330.85,2025-10-20
1342,158,98.99,2026-05-28
1343,330,308.45,2026-04-05
1344,69,59.68,2025-11-02
1345,183,26.67,2026-01-14
1346,498,437.38,2026-04-28
1347,398,99.85,2025-09-15
1348,263,330.67,2026-07-19
1349,73,29.3,2025-12-04
1350,504,11.48,2026-03-16
1351,480,464.56,2025-09-19
1352,426,401.5,2026-09-01
1353,60,411.9,2026-05-02
1354,42,412.7,2026-04-29
1355,80,368.48,2025-09-09
1356,100,472.58,2026-05-12
1357,395,55.11,2026-02-01
1358,255,98.78,2026-01-19
1359,426,287.16,2026-03-21
1360,367,374.32,2026-02-22
1361,438,338.87,2025-10-28
1362,185,442.0,2026-05-14
1363,162,277.23,2026-04-20
1364,361,269.28,2025-12-21
1365,333,451.73,2026-05-02
1366,441,423.2,2026-05-02
1367,247,413.95,2025-12-09
1368,261,283.76,2026-04-11
1369,407,183.2,2025-10-22
1370,292,5.1,2026-07-03
1371,310,299.9,2025-10-10
1372,220,8.25,2026-05-23
1373,283,428.58,2025-10-15
1374,159,459.96,2025-10-13
1375,160,51.67,2025-10-10
1376,256,73.51,2025-11-13
1377,95,120.33,2025-11-14
1378,223,287.39,2025-12-07
1379,495,368.46,2026-03-12
1380,98,90.59,2025-11-14
1381,391,299.64,2026-05-17
1382,343,43.85,2025-12-19
1383,427,177.23,2025-09-16
1384,233,465.47,2026-03-02
1385,12,375.1,2025-11-17
1386,56,318.77,2026-08-09
1387,154,155.87,2026-01-01
1388,157,166.78,2025-09-03
1389,403,30.01,2026-05-05
1390,517,485.66,2026-07-30
1391,404,49.59,2026-07-04
1392,488,78.27,2026-05-04
1393,409,287.86,2025-10-26
1394,445,134.97,2025-10-04
1395,139,388.04,2026-03-08
1396,405,243.06,2026-05-24
1397,253,327.86,2025-10-09
1398,441,124.95,2025-12-04
1399,92,165.09,2025-11-25
1400,375,60.7,2026-08-29
1401,25,177.41,2025-12-19
1402,359,385.99,2026-02-18
1403,453,310.03,2025-10-08
1404,240,313.48,2025-11-04
1405,88,103.84,2025-09-16
1406,152,60.62,2025-12-17
1407,15,435.03,2026-06-22
1408,313,174.92,2025-12-25
1409,215,227.78,2026-05-30
1410,265,371.31,2025-10-06
1411,145,276.66,2026-06-06
1412,386,349.06,2025-09-18
1413,45,293.59,2026-07-10
1414,206,131.45,2026-05-02
1415,55,395.65,2025-11-03
1416,69,235.16,2026-01-10
1417,369,197.38,2026-02-09
1418,396,-432.82,2026-04-17
1419,102,119.43,2026-07-20
1420,91,452.42,2025-10-06
1421,469,97.28,2026-06-27
1422,41,282.54,2025-11-07
1423,342,127.46,2026-01-26
1424,19,247.52,2026-08-20
1425,310,176.66,2025-12-10
1426,514,121.92,2026-01-21
1427,264,141.56,2026-07-10
1428,31,439.95,2026-06-21
1429,231,472.35,2026-04-27
1430,141,80.1,2026-06-20
1431,233,48.46,2025-10-13
1432,437,211.58,2026-05-14
1433,338,485.42,2025-09-23
1434,142,227.34,2026-08-12
1435,208,292.61,2025-10-30
1436,139,431.98,2026-02-01
1437,149,217.88,2026-04-06
1438,162,329.83,2026-06-22
1439,122,162.16,2026-05-08
1440,150,96.15,2025-11-07
1441,424,364.9,2026-01-18
1442,281,480.79,2026-01-11
1443,135,80.22,2025-09-12
1444,274,96.45,2026-05-10
1445,238,304.77,2026-07-05
1446,82,119.3,2026-08-24
1447,515,345.63,2025-10-19
1448,383,423.84,2026-08-04
1449,486,96.07,2025-10-13
1450,34,73.07,2026-01-30
1451,277,207.25,2025-09-18
1452,208,475.35,2025-12-06
1453,450,380.1,2025-12-26
1454,333,434.23,2026-05-17
1455,438,434.05,2026-05-08
1456,390,205.41,2026-06-09
1457,40,361.5,2026-04-01
1458,44,262.72,2026-03-27
1459,406,439.5,2026-08-25
1460,397,492.0,2026-05-05
1461,51,260.48,2026-01-03
1462,312,98.98,2026-03-12
1463,171,387.97,2026-05-16
1464,56,214.12,2025-10-06
1465,475,346.53,2026-05-02
1466,513,415.8,2025-12-01
1467,139,61.02,2026-01-06
1468,26,199.57,2026-05-07
1469,207,93.54,2026-01-20
1470,332,441.86,2026-07-06
1471,168,347.4,2026-03-25
1472,117,360.6,2026-08-29
1473,88,354.58,2025-09-21
1474,164,264.29,2026-04-25
1475,175,192.45,2025-10-29
1476,154,456.57,2026-07-09
1477,53,85.25,2026-07-10
1478,457,212.69,2026-07-17
1479,135,147.95,2025-09-29
1480,260,-480.41,2026-02-28
1481,511,11.04,2025-11-29
1482,506,-274.03,2026-08-23
1483,488,122.75,2025-09-20
1484,7,229.6,2025-11-22
1485,213,126.13,2026-04-25
1486,358,29.21,2026-01-27
1487,306,23.18,2025-11-27
1488,112,168.9,2026-02-17
1489,292,211.39,2026-06-22
1490,182,307.49,2026-02-13
1491,369,483.32,2026-07-12
1492,307,466.08,2026-02-12
1493,70,164.8,2025-10-15
1494,67,380.43,2026-03-03
1495,282,149.95,2026-04-29
1496,215,167.96,2025-10-09
1497,112,349.44,2026-01-30
1498,90,287.83,2026-03-24
1499,295,244.41,2025-09-02
1500,266,216.39,2025-10-05
1501,363,265.07,2026-04-11
1502,509,463.92,2026-04-16
1503,505,262.25,2025-12-22
1504,239,404.95,2026-03-07
1505,2,355.75,2025-11-16
1506,121,63.51,2026-05-05
1507,425,370.05,2026-08-15
1508,218,209.95,2026-01-12
1509,289,10.59,2025-09-21
1510,308,130.94,2025-11-22
1511,7,255.81,2026-02-15
1512,406,61.35,2026-03-26
1513,30,363.58,2026-04-16
1514,347,416.86,2026-02-22
1515,486,461.53,2026-04-30
1516,494,399.64,2026-05-22
1517,344,81.92,2025-10-13
1518,58,233.92,2026-06-06
1519,324,418.38,2025-11-22
1520,340,-279.81,2026-01-04
1521,363,400.77,2026-07-02
1522,32,37.78,2026-08-20
1523,170,172.88,2025-12-17
1524,120,287.64,2026-03-12
1525,323,432.97,2026-05-16
1526,89,356.37,2025-09-18
1527,463,251.04,2025-11-01
1528,310,415.58,2025-10-23
1529,39,91.63,2026-05-22
1530,455,390.01,2026-05-24
1531,513,255.47,2025-10-11
1532,496,81.27,2026-04-13
1533,336,367.56,2025-11-09
1534,136,75.93,2026-08-08
1535,397,106.57,2026-01-23
1536,5,358.27,2026-02-16
1537,90,158.94,2026-06-14
1538,106,169.98,2026-05-22
1539,320,262.69,2025-10-11
1540,215,16.13,2026-01-31
1541,284,163.84,2026-08-07
1542,121,268.48,2026-07-05
1543,118,139.96,2026-04-05
1544,105,12.55,2026-06-11
1545,327,107.26,2026-02-13
1546,291,139.17,2026-04-30
1547,319,289.17,2026-08-17
1548,455,308.57,2025-10-21
1549,52,30.11,2026-03-03
1550,437,57.43,2026-03-15
1551,457,199.0,2025-09-19
1552,203,310.08,2026-08-10
1553,81,357.88,2026-07-06
1554,477,486.97,2026-02-25
1555,480,286.06,2026-03-07
1556,477,53.15,2026-08-05
1557,148,237.92,2025-11-05
1558,373,431.24,2026-04-01
1559,339,199.08,2026-05-27
1560,465,395.45,2025-10-18
1561,116,246.32,2026-01-21
1562,175,178.96,2026-04-09
1563,131,144.72,2026-07-22
1564,110,256.44,2026-03-05
1565,310,166.31,2026-01-20
1566,424,268.71,2026-08-26
1567,163,123.09,2026-08-03
1568,349,487.08,2026-06-08
1569,442,108.08,2025-12-11
1570,351,393.24,2026-08-20
1571,80,274.54,2026-08-23
1572,499,370.99,2026-02-14
1573,334,61.59,2025-10-20
1574,181,279.77,2026-01-31
1575,112,157.48,2026-05-16
1576,389,344.33,2026-06-02
1577,63,167.07,2025-12-20
1578,1,49.81,2026-05-16
1579,464,379.75,2026-07-14
1580,458,267.97,2026-05-20
1581,325,101.85,2026-08-10
1582,312,153.37,2026-04-21
1583,353,459.66,2025-11-14
1584,414,495.19,2026-04-18
1585,64,424.58,2025-12-17
1586,55,187.77,2026-01-06
1587,368,5.42,2026-05-06
1588,32,59.3,2026-08-27
1589,404,121.44,2026-04-27
1590,416,314.48,2026-08-18
1591,178,193.87,2026-03-05
1592,394,240.06,2026-05-14
1593,428,422.45,2025-12-28
1594,129,81.36,2025-10-14
1595,17,71.47,2026-01-08
1596,448,76.28,2026-02-24
1597,141,487.61,2026-03-29
1598,467,322.91,2026-05-04
1599,436,447.32,2026-02-01
1600,435,313.51,2026-06-02
1601,364,278.26,2026-07-06
1602,8,116.74,2025-12-15
1603,243,291.08,2026-07-09
1604,376,357.5,2026-06-24
1605,495,21.56,2026-03-12
1606,494,353.92,2025-09-11
1607,287,481.06,2025-10-25
1608,91,235.14,2026-05-05
1609,80,126.39,2025-11-14
1610,320,343.62,2026-06-03
1611,12,308.45,2025-10-30
1612,481,237.09,2025-12-15
1613,362,289.11,2025-12-02
1614,297,480.49,2026-07-06
1615,312,87.92,2026-05-12
1616,63,364.85,2025-12-19
1617,53,316.5,2026-06-04
1618,28,329.88,2025-09-13
1619,518,146.97,2026-06-26
1620,259,43.05,2025-10-09
1621,264,70.61,2026-07-16
1622,179,12.03,2026-05-30
1623,458,455.52,2026-07-15
1624,242,188.03,2026-05-31
1625,34,245.03,2026-03-26
1626,149,174.71,2025-11-27
1627,508,299.79,2026-06-16
1628,393,377.62,2026-06-21
1629,172,122.78,2025-12-16
1630,354,109.37,2026-05-03
1631,119,31.89,2026-08-07
1632,488,31.0,2026-01-21
1633,240,154.18,2026-08-18
1634,486,193.0,2026-08-25
1635,446,135.0,2025-12-25
1636,460,10.87,2026-03-23
1637,43,194.09,2025-09-06
1638,363,53.2,2025-12-02
1639,280,478.31,2026-04-17
1640,101,170.81,2026-06-14
1641,473,131.4,2026-07-17
1642,200,387.71,2026-07-02
1643,185,262.38,2026-08-01
1644,9,-160.07,2026-05-17
1645,101,-416.69,2026-04-27
1646,360,265.01,2026-06-05
1647,198,113.61,2026-03-21
1648,59,21.85,2026-04-10
1649,223,469.56,2026-06-13
1650,123,475.49,2026-08-20
1651,385,47.76,2025-12-18
1652,190,329.92,2025-11-05
1653,260,448.52,2026-05-09
1654,78,150.81,2025-11-09
1655,284,321.2,2025-11-04
1656,332,385.83,2026-03-09
1657,284,132.38,2026-01-18
1658,341,389.67,2026-02-05
1659,272,498.0,2026-03-24
1660,206,93.08,2025-10-19
1661,504,307.1,2026-04-03
1662,442,58.67,2025-12-04
1663,453,113.1,2025-12-31
1664,75,359.12,2026-05-19
1665,457,39.85,2025-10-28
1666,1,14.29,2025-10-28
1667,273,466.78,2025-12-29
1668,401,80.05,2025-09-20
1669,503,289.45,2026-08-09
1670,72,241.68,2026-04-15
1671,494,-272.36,2026-05-02
1672,368,65.0,2026-02-28
1673,57,170.05,2026-03-30
1674,93,317.97,2026-01-11
1675,349,185.85,2026-06-15
1676,297,44.83,2025-12-27
1677,41,325.66,2025-11-21
1678,307,483.92,2025-11-08
1679,368,349.46,2025-09-26
1680,449,245.82,2026-03-05
1681,198,368.99,2026-02-01
1682,245,17.56,2026-03-17
1683,316,247.17,2025-10-05
1684,461,252.34,2025-11-21
1685,348,-483.45,2025-11-19
1686,44,32.75,2026-01-01
1687,470,205.73,2026-01-12
1688,153,470.34,2025-11-20
1689,74,371.82,2026-06-04
1690,20,23.25,2026-03-15
1691,47,238.25,2026-09-01
1692,15,125.13,2026-06-30
1693,315,90.26,2026-08-27
1694,175,411.27,2025-09-05
1695,109,418.5,2026-05-04
1696,226,61.52,2026-02-12
1697,346,36.24,2026-07-30
1698,412,406.7,2026-04-14
1699,141,165.5,2026-04-17
1700,219,164.19,2026-08-18
1701,344,383.29,2026-05-09
1702,426,36.29,2025-12-28
1703,169,88.19,2026-08-03
1704,42,222.14,2026-08-13
1705,386,71.02,2026-01-21
1706,499,-389.94,2026-03-18
1707,92,-44.96,2025-12-14
1708,291,354.84,2026-08-01
1709,488,211.03,2026-06-29
1710,278,347.72,2026-01-17
1711,179,263.93,2026-06-22
1712,185,307.22,2026-02-12
1713,91,360.01,2025-09-18
1714,357,315.46,2026-07-27
1715,197,212.3,2025-11-11
1716,98,63.17,2026-03-09
1717,520,311.37,2026-08-15
1718,214,113.54,2025-11-02
1719,153,141.83,2026-08-17
1720,486,344.2,2026-03-17
1721,45,251.27,2025-09-04
1722,215,31.74,2025-09-25
1723,465,220.16,2026-05-05
1724,181,26.44,2026-06-12
1725,119,83.23,2026-07-15
1726,456,40.08,2026-02-04
1727,204,298.39,2025-10-10
1728,236,374.81,2026-03-17
1729,101,390.59,2026-05-17
1730,205,122.37,2026-08-25
1731,483,190.89,2026-06-12
1732,447,294.62,2026-04-26
1733,466,76.75,2026-08-11
1734,469,93.14,2026-06-02
1735,277,361.31,2025-10-28
1736,62,105.09,2026-02-17
1737,477,143.9,2026-01-01
1738,352,232.0,2025-10-04
1739,161,113.83,2025-09-21
1740,175,395.83,2026-06-19
1741,236,291.17,2026-03-25
1742,501,47.8,2026-03-31
1743,485,431.79,2025-11-24
1744,439,419.31,2025-12-05
1745,336,369.41,2026-01-22
1746,153,219.95,2026-04-20
1747,428,457.31,2026-02-07
1748,482,490.19,2025-09-08
1749,436,368.07,2026-05-06
1750,101,267.91,2026-03-16
1751,13,228.96,2026-04-24
1752,224,348.11,2026-04-16
1753,93,70.69,2026-06-05
1754,166,12.89,2026-04-04
1755,25,353.14,2026-05-16
1756,142,488.33,2025-09-28
1757,380,437.73,2026-08-07
1758,2,315.27,2025-10-10
1759,341,430.89,2026-06-17
1760,277,267.81,2025-12-21
1761,213,350.54,2025-10-03
1762,344,394.91,2026-06-09
1763,373,369.2,2026-02-09
1764,375,444.55,2026-01-24
1765,376,235.35,2026-05-01
1766,69,91.76,2026-02-22
1767,142,282.58,2026-03-16
1768,117,490.72,2025-10-21
1769,215,326.27,2026-01-23
1770,329,377.82,2026-06-20
1771,434,179.59,2026-03-20
1772,354,142.19,2026-08-19
1773,126,228.94,2025-10-24
1774,300,237.73,2026-05-07
1775,68,228.73,2026-08-02
1776,90,98.24,2026-06-19
1777,296,44.68,2026-05-26
1778,169,479.34,2026-01-16
1779,509,141.59,2026-08-15
1780,24,79.5,2026-03-23
1781,136,150.12,2026-03-24
1782,22,239.58,2025-10-17
1783,238,149.3,2025-09-03
1784,344,418.3,2026-04-08
1785,335,208.79,2026-03-17
1786,456,245.64,2026-08-14
1787,314,231.71,2025-12-22
1788,496,90.01,2026-06-02
1789,49,189.09,2026-07-29
1790,171,78.43,2026-01-05
1791,293,311.22,2026-01-31
1792,158,95.23,2026-04-26
1793,325,84.82,2026-03-08
1794,379,289.39,2025-10-30
1795,36,96.33,2025-11-21
1796,152,334.45,2026-07-04
1797,167,189.59,2025-11-12
1798,26,269.15,2025-11-07
1799,149,205.26,2026-06-21
1800,160,474.16,2026-07-10
1801,520,7.13,2026-07-10
1802,486,168.98,2026-08-09
1803,151,448.51,2026-08-31
1804,453,400.79,2026-02-17
1805,491,172.65,2026-03-22
